amount,end_block,start_block,borrower,account,no_of_block
169.40077953132044,20459109,20379307,0x0676Ee140902CD4f932F0e9246C334361bFA3e9a,0xD951d5069a95E50FAb66c7Ff2BD9E12565cC5caf,79802
0.000000000000000001,20487307,20379307,0x00CD2ff07447e2372549AC54Fba8548BEf968687,0xdA0f5E9114178DDAfD238813BB3D0B9fd3B692f3,108000
151.0901901847723,20487307,20379307,0xa7db09C8d69E38fF15279FBAE2561a50F38dF4B5,0xDb3BDF5D1d6434F4b020f1ae127Bfd6973368B06,108000
40.93141651136897,20487307,20379307,0x3ef5BECf7be659186a21A8B0DcCfcc583B0De69F,0xdb63a5e7cEC1F6bc0e30CF5A4A140A94c0CC90F8,108000
212.33584337575047,20487307,20379307,0xc2eDdAE2045D48223166d1CAB66fED3c7C97c9d6,0xDd6eBE2282724a68e966a1eF855a9753B6c8A9c1,108000
0.000000000000000001,20487307,20379307,0xcA6A522393C24FAe21E25f94d444441A12b1191c,0xde97b9283A58Db1cB6343ACaddD4f1F44281ecBD,108000
400.07387471940314,20487307,20379307,0xc4B37f3A3007c9B3FACCaB4C77776C0Fb63CaD92,0xDf66B439dbf1bd3a92Ad89b7aA008c48DF9CF370,108000
118.18374395587594,20487307,20379307,0xd67ff61F86F669bDEa721e89167352c8808C380e,0xE0eADDbFF501C82E1792EfBd9A3d409715a41D39,108000
21.26706153666003,20487307,20379307,0xE5508496e06583da360670Ce4AA4024a01E9861B,0xE1eD7b4B5772b9C497F2aCCfEE0BD84edD5E991b,108000
11.262863766643031,20487307,20379307,0xE9Ca86b78686A5af0ac39Cc3be976C95395b5b06,0xe364BeAb75868e7750475CEcc948fEcFd6AA31C1,108000
32.36569188334917,20487307,20379307,0x5a34897A6c1607811Ae763350839720c02107682,0xe446B449E42f1F9ba3e5ae26EBaF06526c0b451E,108000
103.10234436645392,20487307,20379307,0x83f3E65150a606E9f4450b2C61DcbD6aacFC80c7,0xE5595090B9E13Cb086dFBc363b55Db99027077e2,108000
394.8437108049749,20487307,20379307,0x5Db2d2a055466E0C5d4CF09869cF2E2CFc47b157,0xe66Cb3a0Ccee18Ef61C61B99FC943C2B3035036e,108000
30.21370769662173,20487307,20379307,0xb246275ab015CD3a62Ad46b992b92E4e2EE10dF9,0xE7fcb650ed4265680300C52326BC5057730C5ff0,108000
102.00434593057719,20487307,20379307,0xBFD06C3482785230387481B0c7d53B7dd216a651,0xea1db7665A85F17c2C8612ccb8DE30fd226735a0,108000
251.18254950000758,20487307,20379307,0xda59e985FC9A6c7F3f8E5C92038A1EeACfcfC297,0xeB0B23236a67b1b0C2a81fCF29dF1c74C1FeD162,108000
55.75467433953886,20487307,20379307,0x3ef5BECf7be659186a21A8B0DcCfcc583B0De69F,0xEb1d9C257eE2faEab9eb028bDdeba500bCA79FAf,108000
325.11128264605225,20487307,20379307,0xdFE201CeDC41f970D43f95674d6b4bE02dE784dD,0xeBeC95E8080e36025BB419c9A13522421975cA15,108000
174.44139989267202,20487307,20379307,0xE129ca4f92167C315D38f80a301b8D78eb16292c,0xec07E0f695c8142fA4AA45ED1141fBBc298E23ED,108000
110.00138019344394,20487307,20379307,0x54658cA782e1461E08f12a96cf0A5E3Eebd3D689,0xF17a0D5841f3778EB0Bc4F326B102A0490d24261,108000
352.7205164170675,20487307,20379307,0x28ADdbE53e1C29571dE1e9d3f66342478dbA44d7,0xf2a2A005bb361D8568d2E267927C5Db2C7904F48,108000
600.1514472686438,20487307,20379307,0x915188A790Dcdd06447244196694C9f8a7d2b4C0,0xf2e933030482A7Ca2e2C5d59824101B38510cA56,108000
140.85647916370283,20487307,20379307,0x6e58309CD851A5B124E3A56768a42d12f3B6D104,0xF9eBC97A52E94DA558d4aEE46403D7ef7E465a46,108000
347.7138152697618,20487307,20379307,0x5Db2d2a055466E0C5d4CF09869cF2E2CFc47b157,0xFbbd8cD428ebe66d0e09614E5fe2dB2c9B9712F7,108000
312.97848050330083,20487307,20379307,0xd72A8306d8A3Ac1e9751a0B8cEb481B87b90576e,0xfC102c259CaDC06b8dEDDf998D579FD9755107e2,108000
13.321354261542483,20487307,20379307,0xF92be5DaA56818d68aB8f8cDaD96e74E5F390EDE,0xFe890B110F8c86F48De040Ae2a4ECF098E69Cc75,108000
0.000000000000000001,20487307,20379307,0x35273E8b14B54cbAD3748dbf80BA199F8EC5f3b2,0xff1aF00Eb25f7eA53Aa7770bD5333d3a72C1BbBA,108000
